review_title,review_text,location,review_score,sentiment,v_scores,polarity
Friendly and Informative,Friendly and Informative. These guys are awesome. Luxury hotels made easy.  Great staff. Couldn't ask for more. I always use their services.,US,5,2,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.936}",0.936
Great,"Great, simple experience.",US,5,2,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249
The best people and the service was…,The best people and the service was amazing and the room was beautiful and the pool and everything was beautiful Thank you for everything we might come back 😁,US,4,2,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9694}",0.9694
Excellent service and the best room…,Excellent service and the best room rates and packages!,US,5,2,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.8478}",0.8478
This was my first time using Five Star…,"This was my first time using Five Star Alliance.  They had a better rate package than direct booking with the hotel, which was very appealing.  I had some questions about making the reservation and was able to clarify them by phone with John.  He was very helpful and thorough.  I will certainly work with them again!",US,5,2,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.8264}",0.8264
It can be rated 10 out of 5 if I could,It can be rated 10 out of 5 if I could. Very reliable and great service. Love it!,US,5,2,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.8707}",0.8707
I can always rely on Five Star Alliance…,I can always rely on Five Star Alliance to provide outstanding service.  They go above and beyond -- thank you!,US,5,2,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.7777}",0.7777
Always find the best deals at luxury…,Always find the best deals at luxury resorts...,US,5,2,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369
Very supportive team!!,I have enjoyed working with the team that helps with reservations.  We will be heading to the Sanctuary soon and look forward to the experience.  Thanks for all of your support!!,US,5,2,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9018}",0.9018
John from Five Star was very helpful…,John from Five Star was very helpful and very good to deal with.,US,5,2,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.742}",0.742
We were able to book a beautiful room…,We were able to book a beautiful room at a resort with a room upgrade and breakfast included which was a very nice perk! It was really nice to be able to find luxury properties all in one place.,US,5,2,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8854}",0.8854
Great website,Great website. Have used it several times and never been disappointed.,US,5,2,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.7687}",0.7687
Great Experience,Highly recommend John.  Went over and beyond to find us a place to vacation once ours was canceled in Wild Dunes.,US,5,2,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4201}",0.4201
Love this site!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
The best website to VIP your hotel…,The best website to VIP your hotel bookings. Very easy to book and even more easy to modify or cancel your booking. Simply effortless.,US,5,2,"{'neg': 0.056, 'neu': 0.533, 'pos': 0.41, 'compound': 0.9276}",0.9276
Excellent Service,"Excellent Service, highly recommended to book your hotel stay for your next Vacation.",US,5,2,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.6997}",0.6997
This is to correct a 1-Star rating that…,"This is to correct a 1-Star rating that I gave them a couple of days ago titled “ I will never  use 5-Star Alliance again.” Imagine my surprise when I got a call from their CEO to discuss my issue. Simply put I made a mistake in not fully reading the cancellation policy of the hotel and even though I was wrong they offered to cancel my reservation without any charge, which I didn’t do. I just noted that 5-Star has a 4.9 rating on Trust Pilot. Shame I me if I cost them that 0.1 point. They are truly a 5.0 Star company and we will always check their site for our future  travel needs.",US,5,2,"{'neg': 0.083, 'neu': 0.852, 'pos': 0.065, 'compound': -0.3182}",-0.3182
We'll never use 5-Star again,We'll never use 5-Star again. They will not allow us to cancel with charging us full rate whereas if we booked directly on the hotels site there is no cancellation whatsoever. Doesn't % Star know what's going on in today's world. Very bad!,US,1,0,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.8381}",-0.8381
quick,"quick, easy, great savings",US,5,2,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.7906}",0.7906
Lucy has been amazing keeping us…,Lucy has been amazing keeping us informed about everything and has helped us with booking our stay.,US,5,2,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.5859}",0.5859
You provide the greatest service for me…,You provide the greatest service for me ever You give me the chance to eat in a 5 star restaurantYou let sleep in huge master bedroom I never sleep before Everyone must stay in this hotel . It is gorgeous and worthwhile to stay,US,5,2,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9313}",0.9313
Great hotels,Great hotels.  Incredibly easy.  Will book all my hotels thru them,US,5,2,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.807}",0.807
I dealt with Lucy who works out of…,"I dealt with Lucy who works out of Arlington Virginia. I think she might be my new travel agent, I haven't used one previously but she explained the benefits of her services so I asked her to book a hotel in Vienna for next Februaryand she offered us a great deal.. We'll see how it goes, but based on her friendly manner and obvious professionalism, I am hopeful.  Hank Schlapp",US,5,2,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.9628}",0.9628
Very professional,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
The best customer service,The best customer service.  Look forward to rebooking with you,US,5,2,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369
Great site for hotel booking,"I booked my hotels in Vienna and Prague last year using 5 Star alliance and was extremely pleased with both hotels and with the extras provided. I booked a hotel in Amsterdam this year, but had to cancel. It was easy to book and then to cancel my reservation. I will continue to use 5 star Alliance for all future hotel bookings.",US,5,2,"{'neg': 0.073, 'neu': 0.841, 'pos': 0.086, 'compound': 0.2374}",0.2374
Excellent experience with scheduling…,Excellent experience with scheduling hotel reservations.,US,5,2,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719
Service is great and the prices are…,Service is great and the prices are truly the best. I searched for weeks trying to find a deal and Five Star Alliance was able to beat the competition with ease!!! Thank you,US,5,2,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9522}",0.9522
Very easy to use,Very easy to use. Great deal on the Hotel.,US,5,2,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.807}",0.807
Efficient and able to obtain the best…,Efficient and able to obtain the best prices with my last transaction.,US,5,2,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}",0.7906
Excellent price,"Excellent price, ease of use and best hotels ion one site.    Perfect !!",US,5,2,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.9401}",0.9401
I called to book and spoke with a very…,I called to book and spoke with a very friendly employee. Thanks,US,5,2,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7688}",0.7688
Quick easy to use and straight to the…,Quick easy to use and straight to the point with a wide range of choices. My best site to book hotels,US,5,2,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8402}",0.8402
It's really 5 stars,It's really 5 stars! Good price and excellent service,US,5,2,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.7995}",0.7995
Shannon was very helpful on the phone…,Shannon was very helpful on the phone and for the booking.,US,5,2,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",0.4754
Always a great experience using Five…,Always a great experience using Five Star Alliance!,US,5,2,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6588}",0.6588
Great site....easy to use and great…,Great site....easy to use and great prices!,US,5,2,"{'neg': 0.0, 'neu': 0.371, 'pos': 0.629, 'compound': 0.8588}",0.8588
We booked through Five Star Alliance…,We booked through Five Star Alliance for a grand palace hotel The Taj Falaknuma. The hotel was beautiful and the customer service was top notch. There was someone available to speak with me 24/7 which was helpful as I was in India. The package included breakfast and dinner which would have been lot more if I had booked directly. I would definitely be using their services again.,US,5,2,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.9217}",0.9217
Great service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
"Knowledgeable, professional and kind agent",The agent was very knowledgeable and thorough.  I appreciated the time she spent with me.,US,5,2,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.5106
Excellent assistance.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
We use Five Star Alliance and have…,We use Five Star Alliance and have received wonderful upgrades and champagne and get complimentary breakfasts. Fantastic accommodations.,US,5,2,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9081}",0.9081
Courteous and helpful.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
I had gone onto the hotel website…,I had gone onto the hotel website directly to book a bungalow and then I found Five Star Alliance. They were able to offer incentives and a room rate that was lower than if I had booked directly with the hotel. Thank you!,US,5,2,"{'neg': 0.047, 'neu': 0.846, 'pos': 0.108, 'compound': 0.4389}",0.4389
Great pricing and easy to navigate…,Great pricing and easy to navigate WebPage,US,5,2,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.7906}",0.7906
Five Star Alliance is my go-to,Five Star Alliance is my go-to.  Always the best!,US,5,2,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.6696}",0.6696
Very helpful and reserved everything I…,Very helpful and reserved everything I needed for my upcoming stay,US,5,2,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",0.4754
Easy booking,"Shannon was great. Found me a great room, good price, booked it for me. Very quick and easy process",US,5,2,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9356}",0.9356
Shannon is the best,Shannon is the best. VIP service all the way.,US,5,2,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.8494}",0.8494
I really liked their service.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Great experience!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Excellent service via phone…,"Excellent service via phone reservation. Offered extra help re special requests, very cordial and patient. Would not hesitate in using only  “5 Star Alliance” services whenever available. CR",US,5,2,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8724}",0.8724
Excellent service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Telephone rep was amazing,Telephone rep was amazing. You should be sure to keep and reward her.,US,5,2,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.8689}",0.8689
Florence Hotel - Excellent 5-Star Hotel,"This was my first experience with Five Star Alliance.  I had some confusion because I was unable to get into my reservation directly with the hotel and it concerned me.  The folks at Five Star were very responsive to me and my concerns and at all times of the day!  I now have everything I need and feel comfortable.  I am used to making all of my arrangements directly with hotels, thus having total control.   I got a better room and extra ""goodies"" for the same nightly rate I had gotten directly with the hotel.  Five Star put me into direct contact with the hotel too!My only complaint is that they referred me to their partner company Vitesse Worldwide for car service in Italy.  I got back quotes that were more than double anyone else for the same ""Luxury Mercedes"" transportation. Obviously, I won't be using this company for my transportation needs for my three weeks in Italy and I advised them exactly why.  Seemed like a total ripoff!",US,4,2,"{'neg': 0.024, 'neu': 0.907, 'pos': 0.069, 'compound': 0.8389}",0.8389
Great deals and BEST service,"Great deals, best service",US,5,2,"{'neg': 0.0, 'neu': 0.194, 'pos': 0.806, 'compound': 0.8519}",0.8519
very efficient chat and full disclosure…,very efficient chat and full disclosure lm added taxes to nightly rate.,US,5,2,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4754}",0.4754
Easy booking,Easy to maneuver on the five star alliance website. I would recommend using this site to book 5 star hotels!,US,5,2,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.69}",0.69
Always helpful.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Very easy to use site,"Very easy to use site, great photos, great information, and I trust Five Star's choices and know that they only select the highest quality hotels and resorts.",US,5,2,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.9402}",0.9402
Couldn't be easier!,"5 star site was easy to use and very clear. Had one question though. Called help no. and talked with a friendly, sincerely helpful, and most impressive - very knowledgeable agent. Got my answer quickly and finished my resv. Great experience.",US,5,2,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9758}",0.9758
This is my first time booking through 5…,This is my first time booking through 5 Star Alliance and I appreciated being able to speak directly to a person who was extremely helpful. I did not even need to wait on hold. I just left my number and was called back. I have not traveled yet so I will see how everything goes. I will definitely consider using them again.,US,5,2,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.8553}",0.8553
Outstanding job,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Thank you!,Thank you!We booked our stay through 5 Star Alliance and couldn't be happier!,US,5,2,"{'neg': 0.199, 'neu': 0.652, 'pos': 0.148, 'compound': -0.2168}",-0.2168
Nice website easy to use,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Competent helpfulpromptthanks,Competent helpfulprompt,US,5,2,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182
Wonderful deals,"Last time I was in NY, I booked through Five Star Alliance and stayed at Plaza Athene and was impressed with their service and was very happy with the package. I am returning to try The Pierre and hoping the experience will be the same.",US,5,2,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8718}",0.8718
Shannon was fantastic helping me to…,"Shannon was fantastic helping me to book four rooms in two locations for our trip.  I really appreciated her expertise, professionalism and personal touches.  Thank you.",US,5,2,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.8977}",0.8977
Love this site,"Love this site, always book with them for the best rates and additional bonuses. Never have any issues, thanks Five Star.",US,5,2,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9423}",0.9423
the staff has been terrific,"the staff has been terrific, accommodating our wishes and making last minute changes in hotels and air flights.",US,5,2,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.5719}",0.5719
Very detailed descriptions and…,Very detailed descriptions and responsive service.,US,5,2,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612
Great professional and friendly staff,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Disappointing,"While diligent in follow up, the Five Star agent was unable to deliver superior rates and ultimately charged me more than originally quoted.Very disappointed.",US,1,0,"{'neg': 0.167, 'neu': 0.714, 'pos': 0.119, 'compound': -0.1027}",-0.1027
Easy to navigate,Easy to navigateVery helpful to compare hotels,US,5,2,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908
Great easy service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Joveall was very helpful!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Great service but outdated web site,The web site is old and hard to navigate occasionally contains unclear info about rates. The personal service is top notch.,US,5,2,"{'neg': 0.136, 'neu': 0.785, 'pos': 0.079, 'compound': -0.0828}",-0.0828
Excellent and great perks.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Anytime I have utilized Five Star…,"Anytime I have utilized Five Star Alliance, I have been impressed with their professionalism, concern for my happiness and their ability to resolve issues that occasionally happen in the normal course of business.",US,5,2,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.891}",0.891
Very easy to book on line !,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Easy to navigate site and Alliance Rep…,Easy to navigate site and Alliance Rep (Shannon) was very helpful,US,5,2,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7178}",0.7178
Great service,Great service! Thank you...,US,5,2,"{'neg': 0.0, 'neu': 0.225, 'pos': 0.775, 'compound': 0.784}",0.784
so far everything went great.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Awesome service!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Got a Great Deal and I feel safe and…,Got a Great Deal and I feel safe and secure using your site,US,5,2,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.8555}",0.8555
The person I spoke with was extremely…,The person I spoke with was extremely nice and informative.,US,5,2,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4754}",0.4754
great assistance from Joveall!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Excellent service and added perks from…,Excellent service and added perks from an experienced and helpful staff. I couldn't be happier with my experience.,US,5,2,"{'neg': 0.114, 'neu': 0.618, 'pos': 0.268, 'compound': 0.5753}",0.5753
5star plus perks.,Prices and perks were great. Service was thorough and efficient. I am a first time user and am already looking at 5star for our next trip,US,5,2,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.7845}",0.7845
Very Helpful,"Easy to use, good deals and prices.",US,5,2,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003
Love the website,"Love the website Easy, efficient. I used it many times, agree with rating system",US,5,2,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9081}",0.9081
Excellent Customer Service!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
hotels are always wonderful h,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
When traveling for work or pleasure I…,When traveling for work or pleasure I always rely on Five Star Alliance for the best travel advice and deals. I just got back from a girls trip and it couldn’t have gone better. Thank you to the fantastic team at Five Star.,US,5,2,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9509}",0.9509
It was an easy experience on booking,It was an easy experience on booking.  I really loved the 5-Star package option. My trip is over a month away so I am excited!!,US,5,2,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.8844}",0.8844
Outstanding service and help,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Perry Lane Hotel,One of the smoothest hotel booking calls I’ve ever made. Highly recommend.,US,5,2,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.4201}",0.4201
Love dealing with them,"Love dealing with them, always a great experience.",US,5,2,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.8519}",0.8519
Reservation was very easy to complete…such a great deal!,Reservation was very easy to complete and Five Star Alliance web site also offered extra perks with excellent rates for a lovely suite.,US,5,2,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.8932}",0.8932
Very nice and courteous well helping me…,Very nice and courteous well helping me with my reservation,US,5,2,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.8737}",0.8737
What a wonderful help Shannon Sullivan…,What a wonderful help Shannon Sullivan was in booking our rooms in San Francisco.,US,5,2,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.7506}",0.7506
great service,great service.  great hotel selections,US,5,2,"{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.8481}",0.8481
Excellent reservation support and…,"Excellent reservation support and ‘perks’.  You can actually contact someone for help.  And the 5 star packages are excellent.  Overall, so much better than the ‘plastic’ booking sites like booking.com or even Expedia which I have often used. You should never hesitate to book through FSA, even though the name is not well known.  It is a reservation site used by those ‘in the know’.",US,5,2,"{'neg': 0.023, 'neu': 0.721, 'pos': 0.257, 'compound': 0.9551}",0.9551
Love this site!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Great experience,Thank you very much. It was ver easy to make the reservations fluidly,US,5,2,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.6597}",0.6597
This is an excellent site for making…,"This is an excellent site for making reservations for high end / upscale hotels and hotel packages. The service was impeccable.I will most certainly use this site again in my next excursion to Europe, US, and to where ever my favorites places are.Thank you for doing such a great job.",US,5,2,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.923}",0.923
Quality conversation with one of Five…,Quality conversation with one of Five Stars team members named Shannon. Five Stars services made my trip reservation and booking process very easy and stress free. Thank you,US,5,2,"{'neg': 0.085, 'neu': 0.666, 'pos': 0.249, 'compound': 0.7122}",0.7122
Five Star Alliance is top notch and…,Five Star Alliance is top notch and meets every travel need with the utmost professionalism. I highly recommend them!!,US,5,2,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.6342}",0.6342
Got great information,Got great information. Pleasant staff. Easy and fast,US,5,2,"{'neg': 0.0, 'neu': 0.327, 'pos': 0.673, 'compound': 0.8834}",0.8834
Best rate and perks for the hotel I was…,Best rate and perks for the hotel I was looking for.Great customer service and availability.Will definitely use them again,US,5,2,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7845}",0.7845
perfect as usual,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
always great deals,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Great layout in website easy to…,Great layout in website easy to navigate to get the job done fast and efficient !!! No nonsense,US,5,2,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.9175}",0.9175
"No support for the customer,","No support for the customer,Not happy with your service,",US,2,0,"{'neg': 0.174, 'neu': 0.54, 'pos': 0.286, 'compound': 0.3489}",0.3489
Kudos,"Sharon Sullivan is an exemplary employee and an asset to Five Star.She is affable,knowledgeable, and expedients. As the face of Five Star, you could not do better.",US,5,2,"{'neg': 0.08, 'neu': 0.836, 'pos': 0.084, 'compound': 0.0243}",0.0243
LOVED THE SERVICE …...AND QUICK FOLLOWUP,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Easy to use site,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Awesome booking experience and great…,Awesome booking experience and great rates!,US,5,2,"{'neg': 0.0, 'neu': 0.32, 'pos': 0.68, 'compound': 0.8588}",0.8588
Excellent,"Excellent-Found free night at Mandarin Oriental, Munich",US,5,2,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106
Thank you Tina for all your leg work on…,Thank you Tina for all your leg work on booking us a top shelf hotel for our 50th anniversary at the last moment so to speak and doing so with me needing an ADA suite! We will definitely use 5 Star Alliance in the future! Tom McNamara... I should have asked if you booked cruise trips,US,5,2,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.7639}",0.7639
GOOD AND EASY WEBSITE,GOOD AND EASY WEBSITE.  GOOD RATE.,US,5,2,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.8271}",0.8271
Good rates,"Good rates, but Hotels are not necessarily 5 star hotels",US,3,1,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.2382}",0.2382
Great service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
5 stars for sure.,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Betsy in reservations was WONDERFUL so…,Betsy in reservations was WONDERFUL so HELPFUL,US,5,2,"{'neg': 0.0, 'neu': 0.358, 'pos': 0.642, 'compound': 0.874}",0.874
amazing service great rates,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Very cordial and knowledgeable service…,Very cordial and knowledgeable service associate.,US,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Just want to take a moment to…,"Just want to take a moment to compliment Val, a CS rep at Five Star Alliance, who even though ultimately my reservation did not work out,  went above and beyond what was required to work with me in investigating ALL possibilites for the property we were working on. She should get 6 stars on a scale of 5!! Thanks Val.",US,5,2,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.7835}",0.7835
Stumbled upon this company while…,Stumbled upon this company while looking for hotels. My first experience with them has been great so gar.,US,5,2,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.6249}",0.6249
Great customer service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
very helpful!,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
very nice and excellent service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
QUIck and easy to navigate,"QUIck and easy to navigate, great prices!",US,5,2,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.807}",0.807
Five star alliance is wonderful,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
We booked through Five Star Alliance…,We booked through Five Star Alliance and could not have been happier not to mention the extra hotel perks were great!!!!,US,5,2,"{'neg': 0.103, 'neu': 0.703, 'pos': 0.195, 'compound': 0.5411}",0.5411
I highly recommend this service.,I highly recommend this service. Great customer service experience and look forward for more vacation deals.,US,5,2,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7841}",0.7841
Gracious,"Gracious, competent assistance!",US,5,2,"{'neg': 0.0, 'neu': 0.139, 'pos': 0.861, 'compound': 0.7345}",0.7345
Fantastic service,IGNORE TEXT,US,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
The booking process was easy and the…,The booking process was easy and the hotels recommended are always great.,US,5,2,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.8316}",0.8316
Triple AAA,I’m very impressed with the service rendered from the company. They were able to solve my issue with courtesy and understanding.,US,5,2,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7713}",0.7713
I just booked my hotel,I just booked my hotel. Excellent customer service,US,5,2,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719
